product_id,raw_ingredient,canonical_name,risk_level,sub_weight,source,health_concern
P465757,palmitoyl tripeptide-1,palmitoyl tripeptide-1,Low,1.0,Cosing EU,Anti-aging peptide; safe
P465757,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P465757,ci 77492,iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P465757,ci 77499),iron oxides (ci 77499),Low,1.0,EU Annex IV,Approved colorant; safe
P465757,yellow 5 lake (ci 19140),ci 19140 (yellow 5),Low,1.0,EU Annex IV,Approved colorant; safe
P465757,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P465757,red 7 lake (ci 15850),ci 15850 (red 7),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,talc,talc,Low,1.0,Cosing EU,Moisture absorption; texture enhancement; safe
P45433019,zea mays (corn) starch,zea mays (corn) starch,Low,1.0,Cosing EU,Corn starch; absorbs oil; safe
P45433019,caprylic/capric triglyceride,caprylic/capric triglyceride,Low,1.0,Cosing EU,Coconut-derived moisturizer; safe
P45433019,silica,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P45433019,dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P45433019,zinc stearate,zinc stearate,Low,1.0,"Cosing EU, FDA",Anti-caking; safe
P45433019,triethoxycaprylylsilane,triethoxycaprylylsilane,Low,1.0,Cosing EU,Pigment surface coating; safe
P45433019,caprylyl glycol,caprylyl glycol,Low,1.0,Cosing EU,Humectant /preservative booster; safe
P45433019,ethylhexylglycerin,ethylhexylglycerin,Low,1.0,Cosing EU,Skin conditioning; low irritation
P45433019,alumina,alumina,Low,1.0,Cosing EU,Lightweight coconut-derived moisturizer; safe
P45433019,glycerin,glycerin,Low,1.0,Cosing EU,Solvent; skin conditioning; moisturizer; safe
P45433019,carmine (ci 75470),carmine (ci 75470),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,ci 77492),iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,ultramarines (ci 77007),ultramarines (ci 77007),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P45433019,mica,mica (ci 77019),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,octyldodecyl stearoyl stearate,octyldodecyl stearoyl stearate,Low,1.0,Cosing EU,Emollient ester; safe
P45433019,p-anisic acid,,Unclassified,,,
P45433019,tin oxide,tin oxide (ci 77861),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,iron oxides (ci 77491),iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,ci 77499),iron oxides (ci 77499),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,diisostearyl malate,diisostearyl malate,Low,1.0,Cosing EU,Emollient; texture enhancer; safe
P45433019,yellow 5 lake (ci 19140),ci 19140 (yellow 5),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,lauroyl lysine,lauroyl lysine,Low,1.0,Cosing EU,Amino-acid lipid; safe
P45433019,ci 77492,iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P45433019,bismuth oxychloride (ci 77163),bismuth oxychloride (ci 77163),Low,1.0,EU Annex IV,Approved colorant; safe
P88779810,talc,talc,Low,1.0,Cosing EU,Moisture absorption; texture enhancement; safe
P88779810,silica,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P88779810,dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P88779810,squalane,squalane,Low,1.0,Cosing EU,Saturated emollient; safe
P88779810,2-hexanediol,2-hexanediol,Low,1.0,Cosing EU,Solvent/preservative-booster; safe at cosmetic levels
P88779810,caprylyl glycol,caprylyl glycol,Low,1.0,Cosing EU,Humectant /preservative booster; safe
P88779810,ethylhexylglycerin,ethylhexylglycerin,Low,1.0,Cosing EU,Skin conditioning; low irritation
P88779810,tocopheryl acetate,tocopheryl acetate,Low,1.0,Cosing EU,Vitamin E ester antioxidant; safe
P88779810,fragrance,parfum (fragrance),Medium,2.0,Cosing EU,Undisclosed allergen mixture; declaration required
P88779810,polymethylsilsesquioxane,polymethylsilsesquioxane,Low,1.0,Cosing EU,Silicone powder; gives smooth finish; safe
P88779810,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P88779810,ci 77492),iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P88779810,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P88779810,manganese violet (ci 77742),manganese violet (ci 77742),Low,1.0,EU Annex IV,Approved colorant; safe
P448702,water (aqua),water,Low,1.0,Cosing EU,Universal solvent; safe
P448702,talc,talc,Low,1.0,Cosing EU,Moisture absorption; texture enhancement; safe
P448702,phenyl trimethicone,phenyl trimethicone,Low,1.0,Cosing EU,Silicone; gives shine and smooth feel; safe
P448702,c12-15 alkyl benzoate,c12-15 alkyl benzoate,Low,1.0,Cosing EU,Lightweight moisturizer; safe
P448702,caprylyl methicone,caprylyl methicone,Low,1.0,Cosing EU,Lightweight silicone; safe
P448702,peg-10 dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P448702,trimethylsiloxyphenyl dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P448702,dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P448702,glycerin,glycerin,Low,1.0,Cosing EU,Solvent; skin conditioning; moisturizer; safe
P448702,isododecane,isododecane,Low,1.0,Cosing EU,Volatile hydrocarbon solvent; safe
P448702,cetyl peg/ppg-10/1 dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P448702,dimethicone/vinyl dimethicone crosspolymer,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P448702,phenoxyethanol,phenoxyethanol,Low-Medium,1.5,EU Annex V / SCCS,"Preservative;
permitted with concentration limits; mild irritation/sensitization"
P448702,sodium chloride,sodium chloride,Low,1.0,Cosing EU,Salt; safe
P448702,hydrogen dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P448702,magnesium sulfate,magnesium sulfate,Low,1.0,Cosing EU,Mineral salt (Epsom salt); safe
P448702,sodium dehydroacetate,sodium dehydroacetate,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P448702,potassium sorbate,potassium sorbate,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P448702,aluminum hydroxide,aluminum hydroxide,Low,1.0,Cosing EU,Pigment base material; safe
P448702,disteardimonium hectorite,disteardimonium hectorite,Low,1.0,Cosing EU,Rheology modifier; safe
P448702,benzoic acid,benzoic acid,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P448702,sodium hyaluronate,sodium hyaluronate,Low,1.0,Cosing EU,Humectant; safe
P448702,dehydroacetic acid,dehydroacetic acid,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P448702,propylene carbonate,propylene carbonate,Low,1.0,Cosing EU,Solvent; helps dissolve other ingredients; safe
P448702,parfum/fragrance,parfum (fragrance),Medium,2.0,Cosing EU,Undisclosed allergen mixture; declaration required
P448702,caprylic/capric triglyceride,caprylic/capric triglyceride,Low,1.0,Cosing EU,Coconut-derived moisturizer; safe
P448702,ethylhexylglycerin,ethylhexylglycerin,Low,1.0,Cosing EU,Skin conditioning; low irritation
P448702,vitis vinifera (grape) seed oil,vitis vinifera (grape) seed oil,Low,1.0,Cosing EU,Grapeseed oil; safe
P448702,morus alba bark extract,,Unclassified,,,
P448702,methicone,methicone,Low,1.0,Cosing EU,Silicone coating for pigments; safe
P448702,triethoxycaprylylsilane,triethoxycaprylylsilane,Low,1.0,Cosing EU,Pigment surface coating; safe
P448702,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P448702,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P448702,ci 77492,iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P448702,ci 77499),iron oxides (ci 77499),Low,1.0,EU Annex IV,Approved colorant; safe
P39784685,synthetic fluorphlogopite,synthetic fluorphlogopite,Low,1.0,Cosing EU,Skin tone enhancer; safe
P39784685,calcium carbonate,,Unclassified,,,
P39784685,magnesium myristate,magnesium myristate,Low,1.0,Cosing EU,Prevents clumping in powders; safe
P39784685,hdi/trimethylol hexyllactone crosspolymer,hdi/trimethylol hexyllactone crosspolymer,Low,1.0,Cosing EU,Film-former; keeps product on skin; safe
P39784685,octyldodecyl stearoyl stearate,octyldodecyl stearoyl stearate,Low,1.0,Cosing EU,Emollient ester; safe
P39784685,polymethylsilsesquioxane,polymethylsilsesquioxane,Low,1.0,Cosing EU,Silicone powder; gives smooth finish; safe
P39784685,squalane,squalane,Low,1.0,Cosing EU,Saturated emollient; safe
P39784685,mica,mica (ci 77019),Low,1.0,EU Annex IV,Approved colorant; safe
P39784685,coconut acid,coconut acid,Low,1.0,Cosing EU,Fatty acid mix from coconut; safe
P39784685,2-hexanediol,2-hexanediol,Low,1.0,Cosing EU,Solvent/preservative-booster; safe at cosmetic levels
P39784685,caprylyl glycol,caprylyl glycol,Low,1.0,Cosing EU,Humectant /preservative booster; safe
P39784685,silica,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P39784685,salvia hispanica seed extract,,Unclassified,,,
P39784685,leuconostoc/radish root ferment filtrate,leuconostoc/radish root ferment filtrate,Low,1.0,Cosing EU,Natural preservative from radish fermentation; safe
P39784685,phenoxyethanol,phenoxyethanol,Low-Medium,1.5,EU Annex V / SCCS,"Preservative;
permitted with concentration limits; mild irritation/sensitization"
P39784685,sodium hyaluronate,sodium hyaluronate,Low,1.0,Cosing EU,Humectant; safe
P39784685,manganese violet (ci 77742),manganese violet (ci 77742),Low,1.0,EU Annex IV,Approved colorant; safe
P39784685,iron oxides (ci 77492),iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P04546871,hydrogenated polyisobutene,hydrogenated polyisobutene,Low,1.0,Cosing EU,Synthetic emollient; safe
P04546871,isododecane,isododecane,Low,1.0,Cosing EU,Volatile hydrocarbon solvent; safe
P04546871,ethylene/propylene/styrene copolymer,ethylene/propylene/styrene copolymer,Low,1.0,Cosing EU,Synthetic polymer; safe
P04546871,synthetic fluorphlogopite,synthetic fluorphlogopite,Low,1.0,Cosing EU,Skin tone enhancer; safe
P04546871,silica,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P04546871,calcium sodium borosilicate,calcium sodium borosilicate,Low,1.0,Cosing EU,Sparkle/glitter effect pigment; safe
P04546871,parfum/fragrance,parfum (fragrance),Medium,2.0,Cosing EU,Undisclosed allergen mixture; declaration required
P04546871,butylene/ethylene/styrene copolymer,butylene/ethylene/styrene copolymer,Low,1.0,Cosing EU,Synthetic polymer; safe
P04546871,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,Low,1.0,Cosing EU,Antioxidant; safe
P04546871,tin oxide,tin oxide (ci 77861),Low,1.0,EU Annex IV,Approved colorant; safe
P04546871,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P04546871,ci 77492),iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P04546871,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P04897543,water,water,Low,1.0,Cosing EU,Universal solvent; safe
P04897543,dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P04897543,isododecane,isododecane,Low,1.0,Cosing EU,Volatile hydrocarbon solvent; safe
P04897543,glycerin,glycerin,Low,1.0,Cosing EU,Solvent; skin conditioning; moisturizer; safe
P04897543,cetyl peg/ppg-10/1 dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P04897543,pentaerythrityl tetraisostearate,pentaerythrityl tetraisostearate,Low,1.0,Cosing EU,Moisturizer; safe
P04897543,polymethylsilsesquioxane,polymethylsilsesquioxane,Low,1.0,Cosing EU,Silicone powder; gives smooth finish; safe
P04897543,nylon-12,nylon-12,Low,1.0,Cosing EU,Synthetic powder; safe
P04897543,phenoxyethanol,phenoxyethanol,Low-Medium,1.5,EU Annex V / SCCS,"Preservative;
permitted with concentration limits; mild irritation/sensitization"
P04897543,dimethicone/vinyl dimethicone crosspolymer,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P04897543,sodium chloride,sodium chloride,Low,1.0,Cosing EU,Salt; safe
P04897543,talc,talc,Low,1.0,Cosing EU,Moisture absorption; texture enhancement; safe
P04897543,magnesium sulfate,magnesium sulfate,Low,1.0,Cosing EU,Mineral salt (Epsom salt); safe
P04897543,sodium dehydroacetate,sodium dehydroacetate,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P04897543,disteardimonium hectorite,disteardimonium hectorite,Low,1.0,Cosing EU,Rheology modifier; safe
P04897543,benzoic acid,benzoic acid,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P04897543,tocopheryl acetate,tocopheryl acetate,Low,1.0,Cosing EU,Vitamin E ester antioxidant; safe
P04897543,dehydroacetic acid,dehydroacetic acid,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P04897543,propylene carbonate,propylene carbonate,Low,1.0,Cosing EU,Solvent; helps dissolve other ingredients; safe
P04897543,hydrogen dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P04897543,ethylhexylglycerin,ethylhexylglycerin,Low,1.0,Cosing EU,Skin conditioning; low irritation
P04897543,parfum/fragrance,parfum (fragrance),Medium,2.0,Cosing EU,Undisclosed allergen mixture; declaration required
P04897543,aluminum hydroxide,aluminum hydroxide,Low,1.0,Cosing EU,Pigment base material; safe
P04897543,coral powder,,Unclassified,,,
P04897543,sodium hyaluronate,sodium hyaluronate,Low,1.0,Cosing EU,Humectant; safe
P04897543,xanthan gum,xanthan gum,Low,1.0,Cosing EU,Hydration and conditioning; safe
P04897543,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P04897543,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P04897543,ci 77492),iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P67339785,olus oil,,Unclassified,,,
P67339785,ricinus communis (castor) seed oil,ricinus communis (castor) seed oil,Low,1.0,Cosing EU,Castor oil emollient; safe
P67339785,polybutene,polybutene,Low,1.0,Cosing EU,Thickener; controls product consistency; safe
P67339785,punica granatum sterols,,Unclassified,,,
P67339785,c12-15 alkyl lactate,,Unclassified,,,
P67339785,trimethylolpropane triisostearate,,Unclassified,,,
P67339785,diisostearyl malate,diisostearyl malate,Low,1.0,Cosing EU,Emollient; texture enhancer; safe
P67339785,candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla,,Unclassified,,,
P67339785,cera alba/beeswax/cire d’abeille,,Unclassified,,,
P67339785,hydrogenated vegetable oil,hydrogenated vegetable oil,Low,1.0,Cosing EU,Vegetable-based wax; safe
P67339785,polyethylene,polyethylene,Low,1.0,Cosing EU,Synthetic polymer; safe
P67339785,synthetic fluorphlogopite,synthetic fluorphlogopite,Low,1.0,Cosing EU,Skin tone enhancer; safe
P67339785,phenoxyethanol,phenoxyethanol,Low-Medium,1.5,EU Annex V / SCCS,"Preservative;
permitted with concentration limits; mild irritation/sensitization"
P67339785,hydrogenated polycyclopentadiene,,Unclassified,,,
P67339785,vanillin,vanillin,Low-Medium,1.5,Cosing EU,Recognized fragrance allergen; may cause skin reactions
P67339785,parfum/fragrance,parfum (fragrance),Medium,2.0,Cosing EU,Undisclosed allergen mixture; declaration required
P67339785,isododecane,isododecane,Low,1.0,Cosing EU,Volatile hydrocarbon solvent; safe
P67339785,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P67339785,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P67339785,ci 77492,iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P67339785,ci 77499),iron oxides (ci 77499),Low,1.0,EU Annex IV,Approved colorant; safe
P67339785,red 7 lake (ci 15850),ci 15850 (red 7),Low,1.0,EU Annex IV,Approved colorant; safe
P67339785,red 30 lake (ci 73360),red 30 lake (ci 73360),Low,1.0,EU Annex IV,Approved colorant; safe
P67339785,red 28 lake (ci 45410),ci 45410 (red 28),Low-Medium,1.5,EU Annex IV,Approved colorant; concentration restricted 
P67339785,yellow 5 lake (ci 19140),ci 19140 (yellow 5),Low,1.0,EU Annex IV,Approved colorant; safe
P67339785,blue 1 lake (ci 42090),ci 42090 (blue 1),Low-Medium,1.5,EU Annex IV; EU Annex III,Approved colorant; concentration restricted 
P67339785,red 6 (ci 15850),ci 15850 (red 7),Low,1.0,EU Annex IV,Approved colorant; safe
P31870457,octyldodecanol,octyldodecanol,Low,1.0,Cosing EU,Fatty alcohol emollient; safe
P31870457,isononyl isononanoate,isononyl isononanoate,Low,1.0,Cosing EU,Lightweight moisturizer; safe
P31870457,caprylic/capric triglyceride,caprylic/capric triglyceride,Low,1.0,Cosing EU,Coconut-derived moisturizer; safe
P31870457,pentaerythrityl tetraisostearate,pentaerythrityl tetraisostearate,Low,1.0,Cosing EU,Moisturizer; safe
P31870457,dicalcium phosphate,dicalcium phosphate,Low,1.0,Cosing EU,Mineral; safe
P31870457,mica,mica (ci 77019),Low,1.0,EU Annex IV,Approved colorant; safe
P31870457,synthetic wax,synthetic wax,Low,1.0,Cosing EU,Man-made wax; texture agent; safe
P31870457,synthetic fluorphlogopite,synthetic fluorphlogopite,Low,1.0,Cosing EU,Skin tone enhancer; safe
P31870457,polyethylene,polyethylene,Low,1.0,Cosing EU,Synthetic polymer; safe
P31870457,bis-diglyceryl polyacyladipate-2,bis-diglyceryl polyacyladipate-2,Low,1.0,Cosing EU,Moisturizer; safe
P31870457,silica silylate,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P31870457,nylon-12,nylon-12,Low,1.0,Cosing EU,Synthetic powder; safe
P31870457,candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla,,Unclassified,,,
P31870457,disteardimonium hectorite,disteardimonium hectorite,Low,1.0,Cosing EU,Rheology modifier; safe
P31870457,tocopheryl acetate,tocopheryl acetate,Low,1.0,Cosing EU,Vitamin E ester antioxidant; safe
P31870457,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,Low,1.0,Cosing EU,Antioxidant; safe
P31870457,talc,talc,Low,1.0,Cosing EU,Moisture absorption; texture enhancement; safe
P31870457,bht,bht,Medium,2.0,Cosing EU,Antioxidant reviewed for EDC; safe at ≤0.8 %
P31870457,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P31870457,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P31870457,ci 77492),iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P31870457,blue 1 lake (ci 42090),ci 42090 (blue 1),Low-Medium,1.5,EU Annex IV; EU Annex III,Approved colorant; concentration restricted 
P443790,talc,talc,Low,1.0,Cosing EU,Moisture absorption; texture enhancement; safe
P443790,silica,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P443790,dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P443790,squalane,squalane,Low,1.0,Cosing EU,Saturated emollient; safe
P443790,2-hexanediol,2-hexanediol,Low,1.0,Cosing EU,Solvent/preservative-booster; safe at cosmetic levels
P443790,caprylyl glycol,caprylyl glycol,Low,1.0,Cosing EU,Humectant /preservative booster; safe
P443790,ethylhexylglycerin,ethylhexylglycerin,Low,1.0,Cosing EU,Skin conditioning; low irritation
P443790,tocopheryl acetate,tocopheryl acetate,Low,1.0,Cosing EU,Vitamin E ester antioxidant; safe
P443790,fragrance,parfum (fragrance),Medium,2.0,Cosing EU,Undisclosed allergen mixture; declaration required
P443790,polymethylsilsesquioxane,polymethylsilsesquioxane,Low,1.0,Cosing EU,Silicone powder; gives smooth finish; safe
P443790,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P443790,ci 77492),iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P443790,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P443790,manganese violet (ci 77742),manganese violet (ci 77742),Low,1.0,EU Annex IV,Approved colorant; safe
P472161,aqua/water/eau,water,Low,1.0,Cosing EU,Universal solvent; safe
P472161,dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P472161,isododecane,isododecane,Low,1.0,Cosing EU,Volatile hydrocarbon solvent; safe
P472161,peg-10 dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P472161,glycerin,glycerin,Low,1.0,Cosing EU,Solvent; skin conditioning; moisturizer; safe
P472161,dimethicone/vinyl dimethicone crosspolymer,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P472161,polymethylsilsesquioxane,polymethylsilsesquioxane,Low,1.0,Cosing EU,Silicone powder; gives smooth finish; safe
P472161,trimethylsiloxysilicate,trimethylsiloxysilicate,Low,1.0,Cosing EU,Silicone resin; helps product stay on skin; safe
P472161,peg/ppg-18/18 dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
P472161,sodium chloride,sodium chloride,Low,1.0,Cosing EU,Salt; safe
P472161,disteardimonium hectorite,disteardimonium hectorite,Low,1.0,Cosing EU,Rheology modifier; safe
P472161,sodium potassium aluminum silicate,,Unclassified,,,
P472161,phenoxyethanol,phenoxyethanol,Low-Medium,1.5,EU Annex V / SCCS,"Preservative;
permitted with concentration limits; mild irritation/sensitization"
P472161,potassium sorbate,potassium sorbate,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P472161,sodium dehydroacetate,sodium dehydroacetate,Low,1.0,EU Annex V,Preservative; safe at cosmetic levels
P472161,aluminum hydroxide,aluminum hydroxide,Low,1.0,Cosing EU,Pigment base material; safe
P472161,hydroxyethylcellulose,hydroxyethylcellulose,Low,1.0,Cosing EU,Plant-based thickener; controls product texture; safe
P472161,silica,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P472161,triethoxycaprylylsilane,triethoxycaprylylsilane,Low,1.0,Cosing EU,Pigment surface coating; safe
P472161,pentylene glycol,pentylene glycol,Low,1.0,Cosing EU,Humectant/solvent; low irritation
P472161,simmondsia chinensis (jojoba) seed oil,jojoba oil,Low,1.0,Cosing EU,Liquid wax ester emollient; safe
P472161,citric acid,citric acid,Low,1.0,Cosing EU,pH adjuster; safe
P472161,fructose,,Unclassified,,,
P472161,sodium hydroxide,sodium hydroxide,Low,1.0,Cosing EU,pH adjuster; safe
P472161,urea,urea,Low,1.0,Cosing EU,Moisturizer; softens rough skin; safe
P472161,sodium hyaluronate,sodium hyaluronate,Low,1.0,Cosing EU,Humectant; safe
P472161,allantoin,allantoin,Low,1.0,Cosing EU,Soothes and calms skin; safe
P472161,maltose,,Unclassified,,,
P472161,sodium lactate,sodium lactate,Low,1.0,Cosing EU,Natural skin moisturizing factor; safe
P472161,sodium pca,sodium pca,Low,1.0,Cosing EU,Natural skin moisturizing factor; safe
P472161,trehalose,trehalose,Low,1.0,Cosing EU,Natural sugar moisturizer; safe
P472161,glucose,glucose,Low,1.0,Cosing EU,Natural sugar; moisturizer; safe
P472161,disodium phosphate,disodium phosphate,Low,1.0,Cosing EU,pH adjuster; safe
P472161,polysorbate 60,polysorbate 60,Low,1.0,Cosing EU,Blends oil and water in formulas; safe
P472161,iron oxides (ci 77491,iron oxides (ci 77491),Low,1.0,EU Annex IV,Approved colorant; safe
P472161,ci 77492,iron oxides (ci 77492),Low,1.0,EU Annex IV,Approved colorant; safe
P472161,ci 77499),iron oxides (ci 77499),Low,1.0,EU Annex IV,Approved colorant; safe
P472161,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P472161,bismuth oxychloride (ci 77163),bismuth oxychloride (ci 77163),Low,1.0,EU Annex IV,Approved colorant; safe
P444149,ricinus communis (castor) seed oil,ricinus communis (castor) seed oil,Low,1.0,Cosing EU,Castor oil emollient; safe
P444149,octyldodecanol,octyldodecanol,Low,1.0,Cosing EU,Fatty alcohol emollient; safe
P444149,candelilla cera/euphorbia cerifera (candelilla) wax,,Unclassified,,,
P444149,squalane,squalane,Low,1.0,Cosing EU,Saturated emollient; safe
P444149,caprylic/capric triglyceride,caprylic/capric triglyceride,Low,1.0,Cosing EU,Coconut-derived moisturizer; safe
P444149,hydrated silica,silica,Low,1.0,Cosing EU,Absorbent / anti caking; safe topically
P444149,ethylcellulose,,Unclassified,,,
P444149,argania spinosa kernel oil,argania spinosa kernel oil,Low,1.0,Cosing EU,Argan oil moisturizer; safe
P444149,butyrospermum parkii (shea) butter,shea butter,Low,1.0,Cosing EU,Plant butter emollient; safe
P444149,tocopherol,tocopherol,Low,1.0,Cosing EU,Vitamin E antioxidant; safe
P444149,mangifera indica (mango) seed butter,mangifera indica (mango) seed butter,Low,1.0,Cosing EU,Plant-derived emollient/extract; safe at cosmetic levels
P444149,prunus armeniaca (apricot) kernel oil,prunus armeniaca (apricot) kernel oil,Low,1.0,Cosing EU,Plant-derived emollient/extract; safe at cosmetic levels
P444149,vanilla planifolia (vanilla) fruit extract,,Unclassified,,,
P444149,theobroma cacao (cocoa) seed butter,theobroma cacao (cocoa) seed butter,Low,1.0,Cosing EU,Plant-derived emollient/extract; safe at cosmetic levels
P444149,stevia rebaudiana leaf/stem extract,,Unclassified,,,
P444149,glycine soja (soybean) oil,glycine soja (soybean) oil,Low,1.0,Cosing EU,Soybean oil moisturizer; safe
P444149,citric acid,citric acid,Low,1.0,Cosing EU,pH adjuster; safe
P444149,titanium dioxide (ci 77891),titanium dioxide (ci 77891),Low,1.0,EU Annex IV; EU Annex VI,UV filter and colorant; safe
P444149,yellow 5 lake (ci 19140),ci 19140 (yellow 5),Low,1.0,EU Annex IV,Approved colorant; safe
P444149,red 30 lake (ci 73360),red 30 lake (ci 73360),Low,1.0,EU Annex IV,Approved colorant; safe
P466829,talc,talc,Low,1.0,Cosing EU,Moisture absorption; texture enhancement; safe
P466829,nylon-12,nylon-12,Low,1.0,Cosing EU,Synthetic powder; safe
P466829,synthetic fluorphlogopite,synthetic fluorphlogopite,Low,1.0,Cosing EU,Skin tone enhancer; safe
P466829,kaolin,kaolin,Low,1.0,Cosing EU,Clay absorbent; safe
P466829,isoamyl laurate,,Unclassified,,,
P466829,dimethicone,dimethicone,Low,1.0,Cosing EU,Skin-protectant silicone; non-irritating
